RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ZeroBalance_Highsalary_Flag,Product_Engagement_Score,Balance_to_Salary_Ratio
1822,15621432,Lee,515.5,Spain,Male,26.0,1,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
1823,15779390,Theus,515.5,Spain,Female,26.0,4,91292.7,1,1,1,1632.4624999999942,0,0,3,55.92330604837803
1824,15711219,Jennings,515.5,Germany,Female,26.0,8,93716.72,1,1,1,1632.4624999999942,1,0,3,57.40819161236496
1825,15770498,Parker,515.5,France,Female,26.0,4,111723.08,1,1,1,1632.4624999999942,0,0,3,68.43837454152876
1826,15678727,Tan,515.5,Germany,Male,26.0,4,110765.68,1,1,0,1632.4624999999942,1,0,2,67.85189858878864
1829,15792649,Patterson,515.5,Spain,Female,26.0,9,0.0,2,0,0,1632.4624999999942,0,0,2,0.0
1830,15605275,Ofodile,515.5,Germany,Male,26.0,8,116917.07,1,0,0,1632.4624999999942,1,0,1,71.62006477943623
1831,15572467,Chandler,506.0,France,Male,26.0,5,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1832,15738219,Nash,515.5,France,Female,26.0,7,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1833,15600710,Atkinson,515.5,France,Male,22.0,0,0.0,1,1,0,1632.4624999999942,0,0,2,0.0
1834,15804394,Brenan,515.5,Germany,Male,26.0,8,130627.66,1,1,0,1632.4624999999942,1,0,2,80.01878144214673
1835,15694188,Obidimkpa,515.5,Spain,Female,26.0,5,56580.95,2,0,1,1632.4624999999942,0,0,3,34.65987733255753
1836,15583718,Terry,515.5,Germany,Male,26.0,6,142316.14,1,1,1,1632.4624999999942,0,0,3,87.17881115186445
1837,15802478,Spring,515.5,Spain,Male,26.0,6,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1838,15619343,Mahmood,515.5,France,Male,26.0,7,152759.0,2,1,0,1632.4624999999942,1,0,3,93.57580955152143
1839,15758813,Campbell,380.5,Germany,Male,26.0,0,109733.2,2,0,0,1632.4624999999942,1,0,2,67.21943076793518
1840,15761374,Bellucci,515.5,France,Male,26.0,9,117444.51,1,1,1,1632.4624999999942,0,0,3,71.94315949064705
1841,15569209,Amaechi,464.0,Spain,Female,26.0,5,76001.57,1,1,1,1632.4624999999942,0,0,3,46.55639562930253
1842,15788539,Foxall,501.0,France,Female,26.0,3,107747.57,1,1,0,1632.4624999999942,0,0,2,66.00309042321058
1843,15747222,Bentley,515.5,Spain,Female,26.0,8,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1844,15769346,Baird,515.5,France,Female,26.0,1,134997.49,2,1,0,1632.4624999999942,0,0,3,82.69561475378484
1845,15699634,Howard,515.5,France,Female,26.0,2,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1846,15589076,Henry,515.5,France,Male,26.0,9,0.0,1,0,1,1632.4624999999942,1,1,2,0.0
1847,15812338,Sopuluchukwu,485.0,Spain,Female,26.0,7,0.0,1,1,0,1632.4624999999942,0,1,2,0.0
1848,15758845,Rocher,515.5,Spain,Female,26.0,0,64345.21,1,0,1,1632.4624999999942,1,0,2,39.416041716119196
1849,15685844,White,515.5,Germany,Female,26.0,8,141665.63,1,0,1,1632.4624999999942,0,0,2,86.78032726632343
1850,15583090,Komar,515.5,Spain,Female,26.0,8,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
1851,15587581,Russo,515.5,Germany,Female,26.0,5,136624.6,2,1,1,1632.4624999999942,0,0,4,83.6923359648387
1852,15633640,Loewenthal,515.5,France,Female,26.0,4,161209.66,1,1,1,1632.4624999999942,0,0,3,98.75244301170812
1853,15573741,Aliyeva,515.5,Spain,Male,26.0,10,95010.92,1,1,1,1632.4624999999942,0,0,3,58.20098164582668
1854,15633574,Montes,515.5,France,Female,26.0,4,167545.32,1,1,0,1632.4624999999942,0,0,2,102.63348775239898
1855,15711455,Kuo,515.5,Germany,Female,26.0,4,109044.6,1,0,0,1632.4624999999942,1,0,1,66.79761403401328
1856,15570601,Cheng,515.5,France,Female,26.0,9,122031.55,1,1,1,1632.4624999999942,1,0,3,74.75304945749164
1857,15690925,McIntosh,515.5,Spain,Female,26.0,2,27755.97,1,1,0,1632.4624999999942,1,0,2,17.002516137430476
1858,15709338,T'ao,515.5,France,Female,26.0,1,118560.55,1,1,1,1632.4624999999942,0,0,3,72.62681378592184
1859,15780746,Tyndall,515.5,France,Male,26.0,4,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1860,15681956,Bailey,515.5,France,Male,26.0,9,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1861,15778190,Onyekaozulu,515.5,Spain,Female,26.0,8,97840.72,1,1,1,1632.4624999999942,0,0,3,59.93443647250724
1862,15786852,Nwachukwu,515.5,Germany,Female,26.0,2,158651.29,2,1,1,1632.4624999999942,0,0,4,97.18525846688703
1863,15726494,Romani,481.0,France,Male,26.0,9,175303.06,1,1,0,1632.4624999999942,1,0,2,107.38565816978989
1865,15805312,Bellucci,515.5,France,Male,26.0,7,123859.6,1,0,1,1632.4624999999942,0,0,2,75.87286078547008
1866,15636572,Christmas,515.5,France,Female,26.0,7,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1867,15632575,Moore,515.5,France,Female,26.0,9,0.0,1,1,1,1632.4624999999942,0,1,3,0.0
1868,15740164,Genovesi,515.5,France,Female,26.0,3,85227.84,1,1,1,1632.4624999999942,0,0,3,52.20814566950255
1869,15574947,Cartwright,515.5,France,Male,26.0,8,97786.08,2,0,1,1632.4624999999942,0,0,3,59.90096556582485
1870,15597909,Johnstone,515.5,Germany,Male,26.0,7,128135.99,1,1,0,1632.4624999999942,0,0,2,78.4924554162809
1871,15782574,Warner,515.5,Spain,Male,26.0,6,0.0,2,0,0,1632.4624999999942,0,0,2,0.0
1872,15734999,Stephenson,515.5,Spain,Male,26.0,2,85996.19,1,1,0,1632.4624999999942,0,0,2,52.67881498043619
1873,15706593,Ellis,515.5,Spain,Female,26.0,10,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1874,15766686,Nebechi,515.5,Germany,Female,26.0,1,104502.11,1,1,0,1632.4624999999942,0,0,2,64.01501412743042
1875,15590268,Chu,515.5,Spain,Male,26.0,5,95772.97,1,1,1,1632.4624999999942,0,0,3,58.66779175631927
1876,15763055,Onuchukwu,515.5,Spain,Male,26.0,5,98108.79,1,0,1,1632.4624999999942,0,0,2,60.09864851413147
1877,15664754,Steele,515.5,Germany,Male,26.0,9,131607.28,4,0,1,1632.4624999999942,1,0,5,80.61886873358529
1878,15643630,Quaife,515.5,Spain,Male,26.0,9,63127.41,2,1,0,1632.4624999999942,1,0,3,38.67005214514896
1879,15641043,Scott,515.5,Spain,Male,26.0,7,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1880,15768095,Yeh,515.5,France,Male,26.0,9,0.0,1,0,1,1632.4624999999942,0,1,2,0.0
1881,15811314,Y?,515.5,Germany,Female,26.0,9,140355.56,2,1,0,1632.4624999999942,0,0,3,85.97781572317925
1882,15669922,Conti,515.5,Spain,Female,26.0,2,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1883,15707114,Holder,515.5,France,Male,26.0,2,0.0,2,0,1,1632.4624999999942,0,0,3,0.0
1885,15713479,Ozuluonye,515.5,France,Male,26.0,6,0.0,2,1,0,1485.27,0,0,3,0.0
1886,15663830,De Luca,515.5,Spain,Male,26.0,6,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1887,15566958,Li Fonti,515.5,Spain,Male,26.0,7,167557.12,1,1,1,1632.4624999999942,0,0,3,102.6407160960822
1888,15680918,Freeman,515.5,Spain,Male,26.0,8,117300.02,1,1,0,1632.4624999999942,0,0,2,71.85464903481729
1889,15663921,Pisani,429.0,France,Male,26.0,7,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1891,15796969,Lahti,515.5,France,Male,26.0,4,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1892,15574783,Perkins,515.5,France,Female,26.0,1,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1893,15773487,Conway,515.5,Germany,Female,26.0,8,76798.92,1,0,0,1632.4624999999942,0,0,1,47.04482951369497
1894,15802486,Hayes,488.0,France,Male,26.0,3,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1895,15783398,Rizzo,515.5,Spain,Female,26.0,7,115309.75,1,1,0,1632.4624999999942,0,0,2,70.63546635833926
1896,15649418,Krylov,515.5,France,Female,26.0,7,178171.04,2,1,1,1632.4624999999942,0,0,4,109.14250097628621
1897,15604588,Li Fonti,515.5,Spain,Female,26.0,3,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
1898,15735428,Talbot,515.5,Spain,Female,26.0,0,0.0,2,0,0,1632.4624999999942,0,0,2,0.0
1899,15629078,Matthias,515.5,Germany,Female,26.0,5,127258.79,1,1,1,1632.4624999999942,1,0,3,77.95510769772687
1900,15806880,Boyle,515.5,Spain,Female,26.0,6,0.0,1,1,1,1632.4624999999942,0,1,3,0.0
1901,15754999,Ch'eng,515.5,France,Female,26.0,8,0.0,1,1,1,1632.4624999999942,0,1,3,0.0
1902,15781034,Mason,515.5,Spain,Male,26.0,5,0.0,2,0,1,1632.4624999999942,0,0,3,0.0
1903,15622017,Bruno,515.5,Spain,Female,26.0,10,0.0,1,1,1,1632.4624999999942,0,0,3,0.0
1904,15705885,Smeaton,515.5,Spain,Male,26.0,2,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1905,15677382,Miller,515.5,Spain,Female,26.0,1,107569.96,1,1,1,1632.4624999999942,0,0,3,65.89429159934785
1907,15608387,Fu,515.5,France,Female,26.0,4,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
1908,15810786,O'Toole,515.5,France,Female,26.0,3,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1909,15626983,Ledford,515.5,Spain,Female,26.0,6,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1910,15773605,Iadanza,515.5,Spain,Female,26.0,3,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
1911,15811261,Alaniz,515.5,Spain,Male,26.0,0,70105.87,1,1,1,1632.4624999999942,0,0,3,42.94485784512676
1912,15590606,Saunders,515.5,France,Male,26.0,9,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
1913,15576644,Lin,515.5,Germany,Female,26.0,4,78939.15,1,1,0,1632.4624999999942,1,0,2,48.35587341209999
1914,15750264,Pinto,515.5,Germany,Male,26.0,6,105128.85,2,1,1,1632.4624999999942,0,0,4,64.39893718845019
1915,15741554,Streeter,515.5,Spain,Male,26.0,2,113836.27,1,1,1,1632.4624999999942,0,0,3,69.7328545066122
1916,15769051,Shaw,503.0,Spain,Male,25.0,7,0.0,1,0,1,1632.4624999999942,0,1,2,0.0
1917,15812198,Chen,515.5,Germany,Male,26.0,1,100900.5,1,0,0,1632.4624999999942,1,0,1,61.80877049243114
1918,15699772,Barclay,428.0,Germany,Female,26.0,3,129248.11,2,1,0,1632.4624999999942,1,0,3,79.17370843128124
1919,15744105,Kodilinyechukwu,515.5,France,Female,26.0,3,109118.05,2,0,1,1632.4624999999942,0,0,3,66.84260741058394
1920,15739858,Otitodilichukwu,515.5,France,Male,26.0,7,0.0,1,1,1,1632.4624999999942,1,1,3,0.0
1921,15723720,McKenzie,515.5,France,Female,26.0,7,0.0,2,0,1,1632.4624999999942,0,0,3,0.0
1922,15638355,Woods,515.5,France,Female,26.0,5,126397.66,1,0,0,1632.4624999999942,1,0,1,77.42760400315503
1923,15805637,Hsing,515.5,France,Male,26.0,9,108546.16,3,1,0,1632.4624999999942,1,0,4,66.49228389626126
1924,15629575,Wheare,515.5,France,Male,26.0,2,148061.89,1,1,0,1632.4624999999942,1,0,2,90.6984938398282
1925,15586243,Yobachi,515.5,France,Male,26.0,8,122277.87,1,1,1,1632.4624999999942,0,0,3,74.90393806902176
1926,15757931,Fang,515.5,France,Male,24.0,3,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
1927,15716023,Pearson,515.5,France,Male,26.0,1,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
1928,15647782,Brown,515.5,Germany,Male,26.0,8,152899.24,2,1,0,1632.4624999999942,0,0,3,93.66171657848223
1929,15716609,L?,484.0,Germany,Male,26.0,3,134388.11,1,0,0,1632.4624999999942,1,0,1,82.3223259339804
1930,15623791,Padovesi,515.5,Spain,Female,26.0,3,109740.62,1,1,0,1632.4624999999942,0,0,2,67.22397604845465
1932,15652693,Greco,515.5,France,Female,26.0,4,129109.02,1,0,0,1632.4624999999942,1,0,1,79.08850586154381
1933,15586993,Giordano,515.5,Spain,Female,26.0,5,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1934,15815560,Bogle,515.5,Germany,Male,26.0,7,105102.5,1,1,1,1632.4624999999942,0,0,3,64.38279592946262
1935,15584930,Grimmett,515.5,Germany,Male,26.0,5,111375.32,2,1,0,1632.4624999999942,0,0,3,68.22534667718273
1936,15799031,Ayers,515.5,France,Male,26.0,3,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
1937,15810457,Miller,515.5,Germany,Female,26.0,9,150412.14,2,1,0,1632.4624999999942,0,0,3,92.13819000436492
1938,15697879,Webb,515.5,France,Male,26.0,3,156660.72,2,1,0,1632.4624999999942,0,0,3,95.96589201895944
1939,15594902,Lombardi,515.5,France,Male,26.0,3,90957.81,1,0,1,1632.4624999999942,0,0,2,55.718161979218706
1940,15799710,Wei,515.5,France,Male,26.0,7,104960.46,1,0,1,1632.4624999999942,0,0,2,64.29578627380438
1941,15659651,Ross,515.5,Germany,Female,26.0,7,117052.82,1,1,0,1632.4624999999942,1,0,2,71.70322136036842
1942,15645956,Jideofor,452.0,Spain,Male,26.0,3,88915.85,1,1,0,1632.4624999999942,0,0,2,54.46731548197911
1943,15651713,King,515.5,France,Male,26.0,6,148071.39,1,1,0,1632.4624999999942,0,0,2,90.7043132690647
1944,15737265,Nwokeocha,515.5,Germany,Male,26.0,6,152182.83,1,0,0,1632.4624999999942,0,0,1,93.22286423118481
1945,15687310,Humphries,515.5,Spain,Male,26.0,9,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
1947,15698321,Yobanna,515.5,Germany,Male,26.0,3,95039.73,2,1,1,1632.4624999999942,0,0,4,58.218629830700756
1948,15657812,Ch'iu,515.5,France,Male,26.0,1,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1949,15569187,Fleming,515.5,Spain,Male,26.0,9,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
1950,15681562,Trevisan,515.5,France,Female,26.0,2,112773.73,2,1,1,1632.4624999999942,0,0,4,69.08197278651141
1951,15615456,Aleksandrova,515.5,France,Female,26.0,10,123806.28,1,1,0,1632.4624999999942,1,0,2,75.84019847316581
1952,15589793,Onwuamaeze,515.5,France,Male,26.0,8,144453.75,1,1,0,1632.4624999999942,1,0,2,88.48825011294319
1953,15781884,Knox,515.5,Germany,Male,26.0,9,94667.29,2,0,1,1632.4624999999942,0,0,3,57.99048370176977
1955,15600734,Townsend,515.5,Spain,Male,26.0,5,174397.21,2,1,1,1632.4624999999942,0,0,4,106.83076027780155
1956,15779176,Dike,515.5,Germany,Female,26.0,3,108888.24,3,0,1,1632.4624999999942,1,0,4,66.70183235449537
1957,15605286,Moyes,515.5,France,Male,26.0,4,118803.35,2,1,1,1632.4624999999942,1,0,4,72.77554614577697
1958,15674922,Beavers,515.5,France,Male,26.0,6,171137.62,1,1,1,1632.4624999999942,1,0,3,104.83402834674646
1959,15737506,Tretiakova,515.5,France,Male,26.0,6,0.0,1,0,0,1632.4624999999942,0,1,1,0.0
1960,15780514,Fuller,515.5,France,Male,26.0,8,136678.52,1,1,0,1632.4624999999942,0,0,2,83.7253658200421
1961,15623647,Dellucci,515.5,Spain,Female,26.0,1,135515.76,1,1,0,1632.4624999999942,0,0,2,83.0130921843537
1962,15668472,Ritchie,515.5,Spain,Female,24.0,5,177799.83,2,0,0,1632.4624999999942,0,0,2,108.91510831029848
1963,15692416,Aikenhead,380.5,Spain,Female,26.0,8,143542.36,3,1,0,1632.4624999999942,1,0,4,87.92995857485272
1964,15771139,Douglas,515.5,Germany,Male,26.0,8,147487.23,2,1,0,1632.4624999999942,0,0,3,90.34647350245444
1965,15738318,Kung,515.5,France,Female,26.0,5,97764.41,1,1,0,1632.4624999999942,1,0,2,59.88769114145063
1966,15772243,MacDonald,515.5,France,Female,26.0,9,0.0,1,0,0,1632.4624999999942,1,1,1,0.0
1967,15638463,Okwudilichukwu,515.5,Germany,Female,26.0,8,139480.18,1,1,1,1632.4624999999942,0,0,3,85.44158288475263
1968,15598088,Ni,515.5,Spain,Male,25.0,5,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1969,15693468,Simmons,488.0,Spain,Female,26.0,9,140553.46,1,0,0,1632.4624999999942,0,0,1,86.09904362274814
1970,15671930,H?,515.5,France,Female,26.0,5,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1971,15762268,Hancock,515.5,France,Female,26.0,10,141162.08,1,1,0,1632.4624999999942,0,0,2,86.47186688821365
1972,15780954,Cran,515.5,Spain,Male,26.0,4,65848.36,2,1,0,1632.4624999999942,0,0,3,40.33682856420912
1973,15700174,McKay,515.5,Spain,Female,26.0,0,83319.28,1,0,0,1632.4624999999942,0,0,1,51.039016210173465
1974,15635728,P'an,515.5,France,Male,26.0,4,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
1975,15679283,Parkhill,515.5,France,Female,26.0,4,129731.64,2,1,0,1632.4624999999942,0,0,3,79.46990512798943
1976,15591386,Golubova,515.5,France,Female,26.0,5,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
1977,15694192,Nwankwo,515.5,Spain,Female,26.0,6,0.0,2,0,0,1632.4624999999942,0,1,2,0.0
1978,15585901,Johnson,515.5,Spain,Male,26.0,1,0.0,3,0,0,1632.4624999999942,1,1,3,0.0
1979,15792329,Mao,494.0,Germany,Male,26.0,5,107106.33,2,1,0,1632.4624999999942,0,0,3,65.61028507546139
1980,15635597,Echezonachukwu,515.5,France,Male,26.0,8,0.0,2,1,1,1632.4624999999942,0,1,4,0.0
1981,15775880,McElyea,515.5,France,Female,26.0,9,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
1982,15630913,Rosas,476.0,Spain,Female,26.0,1,105303.73,1,0,1,1632.4624999999942,0,0,2,64.5060636921218
1983,15756680,Phillips,515.5,France,Male,26.0,6,165798.1,1,1,0,1632.4624999999942,0,0,2,101.56319057865072
1984,15587913,Palerma,515.5,Spain,Female,26.0,4,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
1985,15737605,Morris,515.5,Spain,Female,26.0,1,126495.57,2,1,1,1632.4624999999942,0,0,4,77.48758087858096
1986,15627876,Pavlova,515.5,Spain,Female,26.0,9,116393.59,1,1,0,1632.4624999999942,1,0,2,71.29939585135978
1987,15772601,Lu,515.5,Germany,Female,26.0,2,81733.74,2,0,0,1632.4624999999942,0,0,2,50.06775959631556
1988,15758606,Yamamoto,515.5,France,Male,26.0,4,0.0,1,0,1,1632.4624999999942,1,0,2,0.0
1989,15657107,Angelo,515.5,Spain,Female,26.0,8,106171.68,1,1,0,1632.4624999999942,1,0,2,65.03774512431396
1990,15622454,Zaitsev,515.5,Spain,Male,26.0,0,96020.86,1,1,1,1632.4624999999942,0,0,3,58.81964210510216
1991,15775803,Cawker,515.5,Spain,Male,26.0,1,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
1992,15570859,Froggatt,515.5,Germany,Male,26.0,2,181671.16,2,1,1,1632.4624999999942,0,0,4,111.28657472989465
1993,15748381,Gorbunov,515.5,France,Female,26.0,6,185709.28,2,1,1,1632.4624999999942,0,0,4,113.76021194973892
1994,15787189,Tai,515.5,Germany,Male,26.0,8,134250.17,3,0,0,1632.4624999999942,1,0,3,82.23782782146634
1995,15666055,Rowe,515.5,France,Female,26.0,7,0.0,1,1,0,1632.4624999999942,1,0,2,0.0
1996,15617648,Mikkelsen,515.5,France,Female,26.0,5,95671.75,2,1,1,1632.4624999999942,0,0,4,58.60578726923304
1997,15755678,Kovalyov,515.5,France,Male,26.0,2,0.0,2,0,0,1632.4624999999942,1,0,2,0.0
1998,15624781,Mbanefo,515.5,France,Female,26.0,1,142151.75,2,1,1,1632.4624999999942,0,0,4,87.07811052321294
1999,15779497,Ts'ai,515.5,France,Male,26.0,5,127823.93,1,1,1,1632.4624999999942,0,0,3,78.30129635443414
2000,15567399,Enderby,515.5,Germany,Male,26.0,3,144164.29,1,1,1,1632.4624999999942,0,0,3,88.31093516696434
2001,15613656,Lombardi,515.5,France,Male,26.0,1,63492.94,1,1,1,1632.4624999999942,0,0,3,38.89396540502476
2002,15734311,Hamilton,515.5,France,Female,26.0,3,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
2003,15657214,Hsia,515.5,France,Male,26.0,2,0.0,2,0,1,1632.4624999999942,0,0,3,0.0
2004,15799350,Mao,515.5,France,Male,26.0,0,106134.46,1,0,1,1632.4624999999942,0,0,2,65.01494521313683
2005,15729970,Ugochukwu,515.5,Germany,Male,26.0,8,127269.75,1,0,1,1632.4624999999942,0,0,2,77.96182148135131
2006,15725835,West,515.5,Germany,Female,26.0,3,124493.03,2,0,1,1632.4624999999942,1,0,3,76.26088194981536
2007,15745543,Hughes,515.5,France,Male,26.0,7,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
2008,15727384,Chukwuemeka,515.5,Germany,Female,26.0,10,146547.78,1,0,1,1632.4624999999942,1,0,2,89.77099320811382
2009,15666916,Lira,515.5,France,Male,26.0,6,99610.92,2,1,0,1632.4624999999942,0,0,3,61.01881053929285
2010,15732917,Li,515.5,Germany,Male,26.0,5,117837.43,1,1,0,1632.4624999999942,1,0,2,72.18385108386894
2011,15612050,Castiglione,515.5,Spain,Female,26.0,8,168522.37,1,1,1,1632.4624999999942,0,0,3,103.23200073508616
2012,15726267,Paterson,515.5,France,Male,26.0,9,117337.54,2,0,1,1632.4624999999942,0,0,3,71.87763271744399
2013,15780124,Blair,515.5,France,Male,26.0,9,108131.53,1,0,1,1632.4624999999942,0,0,2,66.2382933758052
2014,15742238,Dellucci,515.5,Germany,Male,26.0,4,136496.12,2,1,0,1632.4624999999942,0,0,3,83.61363277870119
2015,15679024,Udinesi,515.5,France,Male,26.0,3,116324.53,1,1,0,1632.4624999999942,0,0,2,71.25709166366788
2016,15715297,Yuan,515.5,Germany,Female,26.0,2,75470.23,1,1,1,1632.4624999999942,0,0,3,46.23091188924724
2017,15633612,Yuryeva,515.5,France,Male,26.0,4,172646.82,1,1,1,1632.4624999999942,0,0,3,105.75852125240282
2018,15602929,Wilson,515.5,Spain,Female,26.0,4,0.0,1,0,0,1632.4624999999942,0,0,1,0.0
2019,15696703,Dean,515.5,Germany,Male,26.0,3,160358.68,2,1,0,1632.4624999999942,0,0,3,98.23115691784685
2020,15756668,Ross,515.5,France,Male,26.0,3,98415.37,1,1,1,1632.4624999999942,0,0,3,60.286450684166006
2021,15565779,Kent,515.5,Germany,Female,26.0,6,57809.32,1,1,0,1632.4624999999942,0,0,2,35.41234178426776
2023,15761477,Golibe,501.0,Germany,Male,24.0,4,130806.42,2,1,0,1632.4624999999942,0,0,3,80.12828472323282
2024,15731890,Chukwukere,515.5,France,Male,26.0,1,123971.16,1,0,1,1632.4624999999942,0,0,2,75.94119926185162
2025,15633043,Fedorova,515.5,Spain,Female,26.0,6,0.0,1,0,0,1632.4624999999942,1,0,1,0.0
2026,15752953,Chien,515.5,France,Male,26.0,9,0.0,2,0,0,1632.4624999999942,0,0,2,0.0
2028,15606613,Samson,515.5,France,Female,26.0,7,0.0,1,1,0,1632.4624999999942,1,0,2,0.0
2029,15635939,Fenton,458.0,France,Female,26.0,9,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
2030,15666043,Mackey,515.5,France,Male,26.0,4,156297.58,2,1,1,1632.4624999999942,0,0,4,95.74344280496523
2031,15746190,Payton,515.5,Spain,Female,26.0,2,0.0,2,0,1,1632.4624999999942,0,1,3,0.0
2032,15591357,Cowger,515.5,France,Male,26.0,3,123372.3,1,1,1,1632.4624999999942,0,0,3,75.57435469421223
2033,15658716,Banks,515.5,Germany,Female,26.0,5,92171.35,3,1,0,1632.4624999999942,1,0,4,56.461541995605
2034,15679909,Pugliesi,515.5,Spain,Male,26.0,8,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
2035,15634262,Fantin,515.5,Germany,Male,26.0,4,148375.19,2,1,1,1632.4624999999942,0,0,4,90.89041249033318
2036,15799825,Bentley,515.5,France,Female,26.0,8,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
2037,15756875,Freeman,515.5,Spain,Male,26.0,6,147422.44,1,0,1,1632.4624999999942,0,0,2,90.30678499506146
2039,15710743,Onwuamaeze,515.5,France,Male,26.0,0,0.0,1,1,1,1632.4624999999942,1,1,3,0.0
2040,15595831,Shen,515.5,Germany,Female,26.0,6,145215.43,1,1,1,1632.4624999999942,0,0,3,88.9548335719813
2041,15626684,Huang,515.5,France,Female,26.0,5,167539.97,1,0,1,1632.4624999999942,0,0,2,102.63021049488157
2042,15709846,Yeh,515.5,France,Female,26.0,1,94968.97,1,1,0,1632.4624999999942,0,0,2,58.175284271461265
2043,15635459,Shih,515.5,Germany,Female,26.0,3,106116.5,2,1,0,1632.4624999999942,0,0,3,65.00394342902234
2044,15642544,Henderson,515.5,France,Male,26.0,5,0.0,2,0,1,1632.4624999999942,0,0,3,0.0
2045,15566494,Fang,487.0,France,Male,26.0,2,0.0,2,1,0,1632.4624999999942,0,0,3,0.0
2046,15655238,Dellucci,515.5,France,Female,26.0,9,0.0,2,0,0,1632.4624999999942,0,0,2,0.0
2047,15733429,Chou,515.5,Germany,Male,26.0,8,120018.86,2,1,1,343.38,0,0,4,349.52198730269674
2048,15814536,Conti,515.5,France,Male,26.0,2,112541.54,2,0,0,1632.4624999999942,0,0,2,68.93973981025621
2049,15771702,Roberts,515.5,France,Female,26.0,5,166118.45,2,1,0,1632.4624999999942,0,0,3,101.75942785822069
2050,15723008,Lo Duca,515.5,France,Female,26.0,1,102882.4,2,1,1,1632.4624999999942,1,0,4,63.022825945466046
2051,15797160,Glover,492.0,France,Female,26.0,8,0.0,1,1,1,1632.4624999999942,1,1,3,0.0
2052,15792222,Johnstone,515.5,France,Female,26.0,1,106881.5,2,0,0,1632.4624999999942,0,0,2,65.47256062543573
2053,15644765,Ashton,515.5,Germany,Male,26.0,4,120727.97,1,0,1,1632.4624999999942,0,0,2,73.95451350337324
2054,15610686,Melton,515.5,France,Male,26.0,8,169832.57,1,0,0,1632.4624999999942,1,0,1,104.03459191252516
2055,15730868,Marshall,515.5,France,Male,26.0,5,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
2056,15705991,Kenenna,469.0,Germany,Male,26.0,9,113599.42,1,0,0,1632.4624999999942,0,0,1,69.5877669471736
2057,15577078,Zakharov,515.5,Spain,Male,26.0,6,0.0,1,1,1,1632.4624999999942,1,1,3,0.0
2058,15679550,Chukwualuka,515.5,France,Male,26.0,9,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
2059,15787655,Chu,515.5,France,Male,26.0,3,0.0,2,1,0,1632.4624999999942,0,1,3,0.0
2060,15668081,Capon,515.5,Spain,Female,26.0,4,0.0,2,1,1,1632.4624999999942,0,0,4,0.0
2061,15747980,Cattaneo,515.5,Spain,Male,26.0,6,146282.79,2,1,0,1632.4624999999942,0,0,3,89.60866788670522
2062,15710295,Patrick,445.0,Germany,Female,26.0,6,119413.62,2,1,0,1632.4624999999942,0,0,3,73.14938015421514
